timestamp,threadId,operationType,userAction,executionTime(ms),status,details,studentId
"2025-12-15 09:57:49.683","main","BATCH_REPORTS","Starting batch reports: 5 students, 1 threads, formats: excel",0,"SUCCESS","","null"
"2025-12-15 09:57:54.470","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 09:58:02.637","main","BATCH_REPORTS","Starting batch reports: 5 students, 1 threads, formats: pdf",0,"SUCCESS","","null"
"2025-12-15 10:09:14.208","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 10:09:14.377","main","SYSTEM_INIT","System initialization complete",164,"SUCCESS","","null"
"2025-12-15 10:09:19.739","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 10:09:34.156","main","BATCH_REPORTS","Starting batch reports: 5 students, 1 threads, formats: pdf",0,"SUCCESS","","null"
"2025-12-15 10:16:01.053","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 10:16:01.215","main","SYSTEM_INIT","System initialization complete",156,"SUCCESS","","null"
"2025-12-15 10:16:09.783","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 10:16:17.863","main","BATCH_REPORTS","Starting batch reports: 10 students, 1 threads, formats: pdf",0,"SUCCESS","","null"
"2025-12-15 10:16:39.652","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 10:16:42.172","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 10:16:49.664","main","BATCH_REPORTS","Starting batch reports: 5 students, 1 threads, formats: text",0,"SUCCESS","","null"
"2025-12-15 10:16:53.754","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 10:17:11.189","main","BATCH_REPORTS","Starting batch reports: 5 students, 1 threads, formats: excel",0,"SUCCESS","","null"
"2025-12-15 10:17:22.082","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 10:17:34.627","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 10:18:18.628","main","BATCH_REPORTS","Starting batch reports: 5 students, 1 threads, formats: excel",0,"SUCCESS","","null"
"2025-12-15 10:18:27.747","main","MENU_NAV","User selected option: 21",0,"SUCCESS","","null"
"2025-12-15 10:27:16.922","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 10:27:18.321","main","SYSTEM_INIT","System initialization complete",1389,"SUCCESS","","null"
"2025-12-15 10:27:23.137","main","MENU_NAV","User selected option: 5",0,"SUCCESS","","null"
"2025-12-15 10:27:56.954","main","EXPORT_REPORT","Exported report for STU001 in format: 4",27,"SUCCESS","","STU001"
"2025-12-15 10:28:06.892","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 10:31:01.418","main","MENU_NAV","User selected option: 15",0,"SUCCESS","","null"
"2025-12-15 11:39:08.606","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 11:39:08.710","main","SYSTEM_INIT","System initialization complete",97,"SUCCESS","","null"
"2025-12-15 11:39:38.106","main","MENU_NAV","User selected option: 15",0,"SUCCESS","","null"
"2025-12-15 11:43:57.092","main","BULK_EMAIL","Sent 4 emails to matched students",0,"SUCCESS","","null"
"2025-12-15 11:44:12.195","main","PATTERN_SEARCH","Pattern search found 4 students",43185,"SUCCESS","","null"
"2025-12-15 11:45:05.861","main","MENU_NAV","User selected option: 13",0,"SUCCESS","","null"
"2025-12-15 11:47:05.756","main","STREAM_ANALYTICS","Stream processing analytics: option 1",2,"SUCCESS","","null"
"2025-12-15 11:47:12.131","main","MENU_NAV","User selected option: 13",0,"SUCCESS","","null"
"2025-12-15 11:47:13.724","main","STREAM_ANALYTICS","Stream processing analytics: option 2",9,"SUCCESS","","null"
"2025-12-15 11:47:31.681","main","MENU_NAV","User selected option: 13",0,"SUCCESS","","null"
"2025-12-15 11:47:34.514","main","STREAM_ANALYTICS","Stream processing analytics: option 3",78,"SUCCESS","","null"
"2025-12-15 11:47:44.215","main","MENU_NAV","User selected option: 13",0,"SUCCESS","","null"
"2025-12-15 11:47:46.485","main","STREAM_ANALYTICS","Stream processing analytics: option 4",6,"SUCCESS","","null"
"2025-12-15 11:47:50.733","main","MENU_NAV","User selected option: 13",0,"SUCCESS","","null"
"2025-12-15 11:47:53.818","main","STREAM_ANALYTICS","Stream processing analytics: option 5",36,"SUCCESS","","null"
"2025-12-15 11:48:02.846","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 11:48:07.546","main","MENU_NAV","User selected option: 13",0,"SUCCESS","","null"
"2025-12-15 11:48:11.899","main","STREAM_ANALYTICS","Stream processing analytics: option 2",0,"SUCCESS","","null"
"2025-12-15 11:48:18.963","main","MENU_NAV","User selected option: 13",0,"SUCCESS","","null"
"2025-12-15 11:48:21.209","main","STREAM_ANALYTICS","Stream processing analytics: option 1",0,"SUCCESS","","null"
"2025-12-15 11:48:50.414","main","MENU_NAV","User selected option: 17",0,"SUCCESS","","null"
"2025-12-15 11:49:22.371","main","SCHEDULED_TASK","Scheduled daily GPA recalculation at 3:30",0,"SUCCESS","","null"
"2025-12-15 11:49:33.803","main","MENU_NAV","User selected option: 17",0,"SUCCESS","","null"
"2025-12-15 11:50:06.555","main","SCHEDULED_TASK","Scheduled daily backup at 30:3",0,"SUCCESS","","null"
"2025-12-15 11:50:25.915","main","MENU_NAV","User selected option: 17",0,"SUCCESS","","null"
"2025-12-15 11:52:57.483","main","SCHEDULE_TASK","Failed to schedule task",0,"ERROR","For input string: """"","null"
"2025-12-15 11:53:01.875","main","MENU_NAV","User selected option: 21",0,"SUCCESS","","null"
"2025-12-15 12:04:46.056","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 12:04:46.401","main","SYSTEM_INIT","System initialization complete",329,"SUCCESS","","null"
"2025-12-15 12:04:56.399","main","MENU_NAV","User selected option: 17",0,"SUCCESS","","null"
"2025-12-15 12:06:51.136","main","SCHEDULED_TASK","Scheduled GPA recalculation task TASK-008 at 03:30",0,"SUCCESS","","null"
"2025-12-15 12:07:13.681","main","MENU_NAV","User selected option: 18",0,"SUCCESS","","null"
"2025-12-15 12:07:13.690","main","SYSTEM_PERFORMANCE","Viewed system performance metrics",0,"SUCCESS","","null"
"2025-12-15 12:44:01.573","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 12:44:01.812","main","SYSTEM_INIT","System initialization complete",227,"SUCCESS","","null"
"2025-12-15 12:45:12.165","main","MENU_NAV","User selected option: 18",0,"SUCCESS","","null"
"2025-12-15 12:45:12.176","main","SYSTEM_PERFORMANCE","Viewed system performance metrics with bar charts",0,"SUCCESS","","null"
"2025-12-15 12:49:02.970","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 12:49:03.182","main","SYSTEM_INIT","System initialization complete",200,"SUCCESS","","null"
"2025-12-15 12:49:13.661","main","MENU_NAV","User selected option: 18",0,"SUCCESS","","null"
"2025-12-15 12:49:13.671","main","SYSTEM_PERFORMANCE","Viewed system performance metrics with bar charts",0,"SUCCESS","","null"
"2025-12-15 12:49:23.746","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 15:23:37.346","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 15:23:37.658","main","SYSTEM_INIT","System initialization complete",302,"SUCCESS","","null"
"2025-12-15 15:23:48.174","main","MENU_NAV","User selected option: 5",0,"SUCCESS","","null"
"2025-12-15 15:42:35.280","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 15:42:35.535","main","SYSTEM_INIT","System initialization complete",237,"SUCCESS","","null"
"2025-12-15 15:42:40.727","main","MENU_NAV","User selected option: 5",0,"SUCCESS","","null"
"2025-12-15 15:43:26.412","main","EXPORT_REPORT","Exported detailed report for STU001 in format: All formats",48,"SUCCESS","","STU001"
"2025-12-15 15:43:46.966","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 15:45:20.611","main","MENU_NAV","User selected option: 8",0,"SUCCESS","","null"
"2025-12-15 15:45:20.621","main","FILE_WATCHER","Started file watcher service",0,"SUCCESS","","null"
"2025-12-15 15:45:45.205","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-15 15:45:55.443","main","IMPORT_DATA","Imported data from 1 (format: 1)",0,"SUCCESS","","null"
"2025-12-15 15:49:14.477","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-15 15:49:25.497","main","IMPORT_DATA","Imported data from sample_grades (format: 1)",0,"SUCCESS","","null"
"2025-12-15 15:50:20.888","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 15:50:21.036","main","SYSTEM_INIT","System initialization complete",134,"SUCCESS","","null"
"2025-12-15 15:50:49.797","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 15:50:49.922","main","SYSTEM_INIT","System initialization complete",115,"SUCCESS","","null"
"2025-12-15 15:51:00.707","main","MENU_NAV","User selected option: 7",0,"SUCCESS","","null"
"2025-12-15 15:51:29.082","main","BULK_IMPORT","Bulk import from sample_grades",0,"SUCCESS","","null"
"2025-12-15 15:53:31.434","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 15:53:53.288","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-15 15:58:25.027","main","IMPORT_DATA","Imported data from  (format: 2)",3,"SUCCESS","","null"
"2025-12-15 16:00:42.098","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 16:00:42.255","main","SYSTEM_INIT","System initialization complete",150,"SUCCESS","","null"
"2025-12-15 16:00:46.125","main","MENU_NAV","User selected option: 6",0,"SUCCESS","","null"
"2025-12-15 16:01:11.824","main","IMPORT_DATA","Imported data from alison_json (format: 2)",1,"SUCCESS","","null"
"2025-12-15 16:05:24.612","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 16:05:25.195","main","SYSTEM_INIT","System initialization complete",560,"SUCCESS","","null"
"2025-12-15 16:09:21.504","main","MENU_NAV","User selected option: 11",0,"SUCCESS","","null"
"2025-12-15 16:09:21.690","main","DASHBOARD","Started real-time dashboard",0,"SUCCESS","","null"
"2025-12-15 16:09:57.734","main","DASHBOARD","Stopped real-time dashboard",0,"SUCCESS","","null"
"2025-12-15 16:10:08.975","main","MENU_NAV","User selected option: 20",0,"SUCCESS","","null"
"2025-12-15 16:11:00.410","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 16:15:40.877","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 16:16:41.991","main","MENU_NAV","User selected option: 17",0,"SUCCESS","","null"
"2025-12-15 16:19:38.830","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 16:19:39.360","main","SYSTEM_INIT","System initialization complete",490,"SUCCESS","","null"
"2025-12-15 16:20:14.535","main","MENU_NAV","User selected option: 17",0,"SUCCESS","","null"
"2025-12-15 16:24:13.075","main","SCHEDULE_TASK","Invalid input format",0,"ERROR","For input string: "".1""","null"
"2025-12-15 16:24:25.508","main","MENU_NAV","User selected option: 21",0,"SUCCESS","","null"
"2025-12-15 16:30:08.965","main","SYSTEM","Directories initialized",0,"SUCCESS","","null"
"2025-12-15 16:30:09.468","main","SYSTEM_INIT","System initialization complete",453,"SUCCESS","","null"
"2025-12-15 16:30:15.041","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
"2025-12-15 16:31:20.156","main","BATCH_REPORTS","Starting batch reports: 10 students, 4 threads, formats: pdf,text,excel",0,"SUCCESS","","null"
"2025-12-15 16:32:01.987","main","MENU_NAV","User selected option: ",0,"SUCCESS","","null"
"2025-12-15 16:32:11.947","main","MENU_NAV","User selected option: 12",0,"SUCCESS","","null"
